dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,single_trial_correlation,cell_id
,,[ 0.13 -0.17],"[[-0.    0.  ]
 [-0.08 -0.  ]]",[0.74 0.75],"[[0.09 0.01]
 [0.1  0.05]]",[ 1. -1.],[-0.99  0.93],[-0.03 -0.08],[ 0.91 -0.99],[-0.22  0.31],"[[0.   0.  ]
 [0.01 0.02]]","[[ 0.14  0.03]
 [-0.17 -0.1 ]]","[[-0.01  0.01]
 [ 0.    0.  ]]","[[-0.15 -0.02]
 [-0.22  0.06]]","[[ 0.  0.]
 [-0.  0.]]",,
,,[ 0.13 -0.16],"[[ 0.01  0.02]
 [ 0.03 -0.06]]",[0.75 0.75],"[[0.03 0.06]
 [0.08 0.07]]",[ 1. -1.],[-0.99  0.94],[-0.03 -0.07],[ 0.91 -0.99],[-0.21  0.31],"[[ 0.   -0.  ]
 [-0.01 -0.01]]","[[ 0.   -0.02]
 [ 0.19 -0.13]]","[[-0.   -0.  ]
 [ 0.   -0.02]]","[[ 0.06  0.13]
 [-0.03 -0.16]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.06 -0.2 ],"[[-0.03 -0.03]
 [ 0.03 -0.03]]",[0.71 0.73],"[[0.03 0.08]
 [0.05 0.04]]",[ 0.83 -1.  ],[-0.98  0.89],[-0.13 -0.13],[ 0.88 -0.99],[-0.31  0.24],"[[-0.01  0.01]
 [-0.02  0.01]]","[[-0.07  0.03]
 [ 0.13 -0.06]]","[[-0.   -0.01]
 [-0.01 -0.01]]","[[-0.07 -0.2 ]
 [ 0.01 -0.11]]","[[ 0.   -0.  ]
 [ 0.01  0.  ]]",,
,,[ 0.02 -0.19],"[[ 0.01 -0.04]
 [ 0.04 -0.  ]]",[0.71 0.74],"[[0.03 0.06]
 [0.04 0.09]]",[ 0.76 -1.  ],[-0.99  0.94],[-0.19 -0.11],[ 0.9  -0.99],[-0.36  0.23],"[[-0.01  0.  ]
 [ 0.02  0.01]]","[[ 0.07 -0.09]
 [ 0.07  0.12]]","[[ 0.  0.]
 [ 0. -0.]]","[[-0.03 -0.14]
 [ 0.12 -0.15]]","[[ 0.01 -0.  ]
 [ 0.01 -0.  ]]",,
,,[-0.   -0.19],"[[0.03 0.01]
 [0.03 0.01]]",[0.71 0.74],"[[0.06 0.01]
 [0.04 0.03]]",[ 0.73 -1.  ],[-0.99  0.94],[-0.23 -0.12],[ 0.9  -0.99],[-0.41  0.22],"[[-0.01  0.  ]
 [ 0.01 -0.01]]","[[0.14 0.03]
 [0.1  0.08]]","[[-0.    0.  ]
 [ 0.01 -0.  ]]","[[ 0.02  0.01]
 [ 0.06 -0.01]]","[[-0.   -0.01]
 [ 0.   -0.  ]]",,
,,[ 0.   -0.23],"[[ 0.07 -0.04]
 [ 0.05  0.01]]",[0.73 0.73],"[[0.09 0.04]
 [0.09 0.07]]",[ 0.76 -1.  ],[-0.99  0.9 ],[-0.25 -0.25],[ 0.93 -0.99],[-0.44  0.21],"[[ 0.01 -0.  ]
 [ 0.01  0.01]]","[[ 0.11 -0.11]
 [ 0.04  0.12]]","[[-0.01 -0.01]
 [-0.01 -0.  ]]","[[ 0.22 -0.06]
 [ 0.22 -0.09]]","[[ 0.   -0.01]
 [ 0.    0.  ]]",,
,,[ 0.15 -0.2 ],"[[-0.01 -0.02]
 [ 0.02 -0.01]]",[0.72 0.71],"[[0.02 0.06]
 [0.04 0.03]]",[ 1. -1.],[-0.97  0.83],[ 0.05 -0.17],[ 0.84 -0.98],[-0.19  0.3 ],"[[ 0.01 -0.01]
 [-0.01 -0.  ]]","[[-0.    0.02]
 [ 0.02  0.02]]","[[ 0.    0.01]
 [-0.   -0.  ]]","[[-0.05 -0.14]
 [ 0.09 -0.07]]","[[-0.01 -0.  ]
 [ 0.   -0.  ]]",,
,,[ 0.03 -0.23],"[[ 0.04 -0.04]
 [ 0.06  0.01]]",[0.71 0.71],"[[0.13 0.05]
 [0.08 0.01]]",[ 0.79 -1.  ],[-0.97  0.83],[-0.18 -0.23],[ 0.88 -0.98],[-0.38  0.22],"[[-0. -0.]
 [ 0.  0.]]","[[-0.09 -0.11]
 [ 0.1   0.03]]","[[ 0. -0.]
 [ 0. -0.]]","[[ 0.29 -0.1 ]
 [ 0.2  -0.  ]]","[[-0. -0.]
 [-0.  0.]]",,
,,[-0.16 -0.26],"[[ 0.01 -0.01]
 [ 0.05  0.01]]",[0.72 0.71],"[[0.05 0.02]
 [0.07 0.02]]",[ 0.46 -1.  ],[-0.98  0.86],[-0.48 -0.3 ],[ 0.92 -0.99],[-0.7   0.14],"[[ 0.01 -0.  ]
 [-0.    0.  ]]","[[-0.06 -0.06]
 [ 0.08 -0.02]]","[[-0.   -0.  ]
 [ 0.01 -0.  ]]","[[0.08 0.01]
 [0.17 0.05]]","[[-0. -0.]
 [-0.  0.]]",,
,,[ 0.11 -0.21],"[[0.03 0.  ]
 [0.02 0.  ]]",[0.73 0.71],"[[0.04 0.01]
 [0.03 0.01]]",[ 1. -1.],[-0.97  0.84],[-0.08 -0.2 ],[ 0.84 -0.98],[-0.26  0.28],"[[ 0. -0.]
 [ 0. -0.]]","[[ 0.06  0.01]
 [ 0.08 -0.01]]","[[ 0.   -0.01]
 [ 0.    0.  ]]","[[0.1  0.02]
 [0.01 0.03]]","[[0. 0.]
 [0. 0.]]",,
,,[ 0.09 -0.22],"[[-0.03 -0.  ]
 [-0.03 -0.  ]]",[0.75 0.71],"[[0.05 0.  ]
 [0.03 0.02]]",[ 1. -1.],[-0.98  0.85],[-0.14 -0.22],[ 0.87 -0.98],[-0.32  0.24],"[[ 0.01 -0.  ]
 [ 0.    0.01]]","[[-0.08  0.  ]
 [-0.07 -0.05]]","[[ 0. -0.]
 [ 0. -0.]]","[[-0.1   0.  ]
 [-0.06  0.01]]","[[ 0.   -0.  ]
 [ 0.    0.01]]",,
,,[ 0.11 -0.21],"[[ 0.02  0.04]
 [-0.04  0.06]]",[0.73 0.71],"[[0.02 0.05]
 [0.08 0.08]]",[ 1. -1.],[-0.96  0.81],[-0.09 -0.16],[ 0.85 -0.98],[-0.26  0.28],"[[ 0.01 -0.  ]
 [ 0.   -0.02]]","[[ 0.04  0.1 ]
 [-0.2   0.16]]","[[ 0.01 -0.01]
 [ 0.   -0.01]]","[[0.06 0.1 ]
 [0.01 0.14]]","[[-0.  0.]
 [-0. -0.]]",,
,,[ 0.16 -0.2 ],"[[-0.02 -0.02]
 [-0.04 -0.06]]",[0.72 0.73],"[[0.02 0.07]
 [0.05 0.08]]",[ 1. -1.],[-0.99  0.89],[ 0.06 -0.17],[ 0.84 -0.98],[-0.13  0.27],"[[-0.    0.01]
 [ 0.01 -0.  ]]","[[-0.02  0.06]
 [-0.09 -0.19]]","[[-0.  0.]
 [-0. -0.]]","[[-0.05 -0.15]
 [-0.11 -0.13]]","[[-0. -0.]
 [ 0.  0.]]",,
,,[ 0.12 -0.17],"[[-0.01  0.02]
 [-0.01 -0.  ]]",[0.75 0.75],"[[0.05 0.04]
 [0.02 0.03]]",[ 1. -1.],[-0.99  0.93],[-0.06 -0.09],[ 0.9  -0.99],[-0.24  0.3 ],"[[-0.    0.01]
 [ 0.01 -0.  ]]","[[ 0.05  0.02]
 [-0.02  0.04]]","[[-0.   -0.01]
 [ 0.   -0.  ]]","[[-0.09  0.1 ]
 [-0.06 -0.04]]","[[-0. -0.]
 [ 0.  0.]]",,
,,[ 0.01 -0.24],"[[ 0.    0.03]
 [-0.03  0.01]]",[0.7 0.7],"[[0.01 0.07]
 [0.06 0.02]]",[ 0.75 -1.  ],[-0.96  0.8 ],[-0.21 -0.23],[ 0.86 -0.98],[-0.4   0.22],"[[-0.   -0.01]
 [-0.02 -0.01]]","[[0.02 0.17]
 [0.01 0.03]]","[[-0.  0.]
 [-0.  0.]]","[[-0.01 -0.03]
 [-0.15  0.04]]","[[-0.01 -0.  ]
 [-0.01  0.01]]",,
,,[ 0.   -0.24],"[[ 0.03 -0.04]
 [-0.02 -0.03]]",[0.71 0.7 ],"[[0.04 0.06]
 [0.07 0.04]]",[ 0.75 -1.  ],[-0.97  0.83],[-0.23 -0.24],[ 0.89 -0.99],[-0.43  0.21],"[[ 0.    0.01]
 [-0.01 -0.  ]]","[[ 0.05 -0.04]
 [-0.15 -0.04]]","[[-0. -0.]
 [ 0. -0.]]","[[ 0.1  -0.16]
 [ 0.05 -0.11]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[-0.02 -0.24],"[[ 0.02 -0.  ]
 [ 0.05  0.03]]",[0.7  0.69],"[[0.12 0.04]
 [0.07 0.05]]",[ 0.7 -1. ],[-0.96  0.8 ],[-0.26 -0.25],[ 0.87 -0.98],[-0.44  0.21],"[[ 0.    0.  ]
 [-0.   -0.01]]","[[-0.14  0.07]
 [ 0.08  0.12]]","[[ 0.   -0.01]
 [-0.   -0.02]]","[[ 0.22 -0.07]
 [ 0.17  0.05]]","[[ 0.    0.  ]
 [-0.    0.01]]",,
,,[-0.11 -0.25],"[[ 0.02 -0.02]
 [ 0.03 -0.01]]",[0.71 0.7 ],"[[0.03 0.03]
 [0.05 0.01]]",[ 0.55 -1.  ],[-0.98  0.85],[-0.41 -0.28],[ 0.9  -0.99],[-0.62  0.17],"[[-0.  0.]
 [ 0. -0.]]","[[ 0.04 -0.03]
 [ 0.01 -0.02]]","[[ 0.01 -0.  ]
 [-0.    0.  ]]","[[ 0.08 -0.06]
 [ 0.12 -0.01]]","[[-0.    0.  ]
 [ 0.01  0.  ]]",,
,,[ 0.13 -0.2 ],"[[0.01 0.04]
 [0.02 0.03]]",[0.72 0.72],"[[0.06 0.05]
 [0.03 0.14]]",[ 1. -1.],[-0.97  0.83],[ 0.02 -0.18],[ 0.83 -0.98],[-0.2  0.3],"[[ 0.01  0.  ]
 [-0.    0.  ]]","[[ 0.11  0.11]
 [ 0.03 -0.13]]","[[-0.   -0.  ]
 [ 0.01 -0.01]]","[[-0.07  0.07]
 [ 0.07  0.28]]","[[-0. -0.]
 [ 0.  0.]]",,
,,[-0.01 -0.19],"[[-0.02 -0.03]
 [ 0.02 -0.01]]",[0.71 0.74],"[[0.05 0.05]
 [0.02 0.02]]",[ 0.72 -1.  ],[-0.99  0.94],[-0.24 -0.13],[ 0.9  -0.99],[-0.42  0.22],"[[ 0.01  0.  ]
 [ 0.02 -0.01]]","[[ 0.   -0.11]
 [ 0.01 -0.01]]","[[0.01 0.01]
 [0.01 0.01]]","[[-0.12 -0.05]
 [ 0.05 -0.06]]","[[ 0.    0.  ]
 [-0.    0.01]]",,
,,[ 0.15 -0.19],"[[ 0.01  0.01]
 [-0.02 -0.01]]",[0.73 0.73],"[[0.1  0.03]
 [0.11 0.02]]",[ 1. -1.],[-0.98  0.86],[ 0.02 -0.12],[ 0.89 -0.99],[-0.17  0.29],"[[ 0.    0.  ]
 [-0.01 -0.  ]]","[[0.17 0.07]
 [0.14 0.01]]","[[ 0.  0.]
 [-0.  0.]]","[[-0.14 -0.  ]
 [-0.21 -0.04]]","[[-0.  0.]
 [ 0. -0.]]",,
,,[ 0.18 -0.2 ],"[[ 0.02 -0.01]
 [ 0.03 -0.05]]",[0.71 0.73],"[[0.03 0.06]
 [0.04 0.06]]",[ 1. -1.],[-0.98  0.88],[ 0.11 -0.16],[ 0.83 -0.98],[-0.08  0.28],"[[ 0.01  0.01]
 [ 0.01 -0.  ]]","[[ 0.04  0.05]
 [ 0.04 -0.13]]","[[-0.01  0.01]
 [ 0.01 -0.  ]]","[[ 0.06 -0.13]
 [ 0.11 -0.11]]","[[-0.  0.]
 [ 0. -0.]]",,
,,[-0.03 -0.24],"[[-0.01  0.03]
 [-0.02  0.02]]",[0.71 0.7 ],"[[0.04 0.05]
 [0.05 0.05]]",[ 0.68 -1.  ],[-0.97  0.82],[-0.28 -0.25],[ 0.91 -0.99],[-0.47  0.2 ],"[[ 0. -0.]
 [ 0.  0.]]","[[ 0.04  0.12]
 [ 0.02 -0.  ]]","[[ 0.    0.  ]
 [-0.01 -0.01]]","[[-0.09  0.02]
 [-0.13  0.12]]","[[ 0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.19 -0.19],"[[-0.04 -0.07]
 [ 0.03  0.03]]",[0.71 0.74],"[[0.05 0.13]
 [0.09 0.02]]",[ 1. -1.],[-0.99  0.9 ],[ 0.13 -0.16],[ 0.85 -0.98],[-0.04  0.29],"[[-0.   -0.  ]
 [ 0.    0.01]]","[[-0.03 -0.01]
 [-0.04  0.05]]","[[-0.   -0.01]
 [-0.    0.01]]","[[-0.14 -0.34]
 [ 0.21  0.05]]","[[-0.    0.  ]
 [-0.01  0.  ]]",,
,,[ 0.17 -0.2 ],"[[0.02 0.05]
 [0.02 0.02]]",[0.71 0.72],"[[0.06 0.08]
 [0.04 0.05]]",[ 1. -1.],[-0.98  0.85],[ 0.11 -0.16],[ 0.83 -0.98],[-0.1   0.28],"[[ 0.01 -0.  ]
 [ 0.01 -0.  ]]","[[ 0.14  0.09]
 [-0.03 -0.01]]","[[ 0.   -0.01]
 [ 0.   -0.  ]]","[[-0.02  0.19]
 [ 0.1   0.13]]","[[-0.01 -0.  ]
 [ 0.01 -0.  ]]",,
,,[ 0.17 -0.2 ],"[[0.04 0.03]
 [0.   0.  ]]",[0.71 0.72],"[[0.08 0.04]
 [0.02 0.02]]",[ 1. -1.],[-0.98  0.85],[ 0.1  -0.16],[ 0.83 -0.98],[-0.11  0.27],"[[-0.    0.01]
 [ 0.01 -0.01]]","[[-0.    0.03]
 [-0.01 -0.  ]]","[[ 0.01  0.01]
 [-0.01 -0.  ]]","[[0.19 0.12]
 [0.03 0.05]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[-0.09 -0.24],"[[ 0.03 -0.04]
 [ 0.01 -0.01]]",[0.71 0.72],"[[0.05 0.07]
 [0.02 0.04]]",[ 0.58 -1.  ],[-0.98  0.89],[-0.38 -0.27],[ 0.89 -0.99],[-0.58  0.18],"[[ 0.01 -0.  ]
 [-0.    0.  ]]","[[ 0.13 -0.18]
 [ 0.01 -0.09]]","[[-0.01  0.01]
 [-0.01  0.  ]]","[[ 0.03 -0.02]
 [ 0.06  0.03]]","[[ 0.01  0.  ]
 [-0.   -0.  ]]",,
,,[ 0.17 -0.2 ],"[[ 0.02 -0.  ]
 [-0.01 -0.01]]",[0.71 0.72],"[[0.03 0.04]
 [0.02 0.02]]",[ 1. -1.],[-0.98  0.85],[ 0.11 -0.16],[ 0.85 -0.98],[-0.12  0.27],"[[-0.01 -0.  ]
 [-0.01 -0.  ]]","[[ 0.05 -0.06]
 [-0.04 -0.05]]","[[ 0. -0.]
 [-0. -0.]]","[[0.07 0.06]
 [0.03 0.02]]","[[-0. -0.]
 [-0. -0.]]",,
,,[-0.24 -0.26],"[[-0.01  0.02]
 [ 0.01  0.  ]]",[0.73 0.73],"[[0.05 0.03]
 [0.03 0.02]]",[ 0.29 -1.  ],[-0.99  0.94],[-0.59 -0.33],[ 0.93 -0.99],[-0.84  0.08],"[[-0.   -0.01]
 [ 0.01  0.01]]","[[-0.11  0.06]
 [-0.03  0.03]]","[[0.01 0.  ]
 [0.   0.01]]","[[ 0.04  0.04]
 [ 0.07 -0.04]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[-0.21 -0.26],"[[ 0.04 -0.05]
 [ 0.03 -0.02]]",[0.73 0.72],"[[0.07 0.08]
 [0.03 0.03]]",[ 0.34 -1.  ],[-0.99  0.91],[-0.55 -0.32],[ 0.93 -0.99],[-0.8  0.1],"[[-0.   -0.01]
 [ 0.01  0.  ]]","[[-0.   -0.  ]
 [ 0.07 -0.05]]","[[ 0.01 -0.01]
 [ 0.01  0.  ]]","[[ 0.19 -0.21]
 [ 0.07 -0.05]]","[[ 0.   -0.  ]
 [-0.01 -0.  ]]",,
,,[ 0.17 -0.21],"[[-0.04  0.02]
 [-0.02 -0.01]]",[0.71 0.71],"[[0.11 0.03]
 [0.05 0.02]]",[ 1. -1.],[-0.97  0.84],[ 0.11 -0.16],[ 0.84 -0.98],[-0.14  0.27],"[[-0.   -0.  ]
 [ 0.   -0.01]]","[[ 0.05  0.04]
 [ 0.02 -0.03]]","[[ 0.   -0.01]
 [-0.02  0.  ]]","[[-0.26  0.07]
 [-0.11 -0.04]]","[[-0.01  0.  ]
 [ 0.   -0.  ]]",,
,,[ 0.11 -0.2 ],"[[ 0.04 -0.04]
 [-0.01 -0.06]]",[0.74 0.72],"[[0.06 0.05]
 [0.09 0.08]]",[ 1. -1.],[-0.98  0.85],[-0.09 -0.13],[ 0.87 -0.98],[-0.26  0.28],"[[-0.01 -0.01]
 [-0.01 -0.01]]","[[ 0.14 -0.06]
 [-0.15 -0.08]]","[[-0.  0.]
 [ 0.  0.]]","[[ 0.08 -0.12]
 [ 0.12 -0.2 ]]","[[ 0.    0.  ]
 [ 0.   -0.01]]",,
,,[-0.13 -0.24],"[[-0.25  0.39]
 [ 0.02  0.01]]",[0.72 0.73],"[[0.41 0.69]
 [0.02 0.02]]",[ 0.54 -1.  ],[-0.99  0.92],[-0.44 -0.29],[ 0.9  -0.99],[-0.65  0.16],"[[0.   0.01]
 [0.02 0.01]]","[[-0.08 -0.02]
 [ 0.06 -0.01]]","[[-1.06  1.76]
 [ 0.02 -0.01]]","[[-0.1   0.19]
 [ 0.03  0.03]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[-0.04 -0.24],"[[ 0.01  0.01]
 [-0.    0.01]]",[0.73 0.72],"[[0.01 0.09]
 [0.01 0.03]]",[ 0.69 -1.  ],[-0.98  0.88],[-0.32 -0.26],[ 0.94 -0.99],[-0.51  0.2 ],"[[ 0.    0.  ]
 [ 0.01 -0.  ]]","[[-0.   -0.11]
 [-0.   -0.01]]","[[ 0.01  0.  ]
 [ 0.   -0.01]]","[[ 0.02  0.17]
 [-0.03  0.07]]","[[ 0.   -0.  ]
 [-0.   -0.01]]",,
,,[ 0.15 -0.17],"[[-0.02 -0.  ]
 [ 0.03  0.04]]",[0.74 0.74],"[[0.05 0.09]
 [0.03 0.04]]",[ 1. -1.],[-0.99  0.91],[-0.   -0.09],[ 0.9  -0.99],[-0.19  0.3 ],"[[-0.    0.  ]
 [ 0.    0.01]]","[[ 0.01 -0.15]
 [ 0.05  0.09]]","[[-0.    0.  ]
 [ 0.02  0.01]]","[[-0.11  0.14]
 [ 0.09  0.09]]","[[ 0.   -0.  ]
 [ 0.01 -0.02]]",,
,,[ 0.1  -0.22],"[[ 0.01 -0.  ]
 [-0.03 -0.03]]",[0.74 0.71],"[[0.04 0.01]
 [0.04 0.04]]",[ 1. -1.],[-0.97  0.83],[-0.1  -0.21],[ 0.85 -0.98],[-0.29  0.25],"[[ 0.01 -0.  ]
 [-0.01  0.  ]]","[[ 0.08 -0.03]
 [-0.05 -0.03]]","[[ 0.    0.  ]
 [-0.01 -0.  ]]","[[-0.06  0.  ]
 [-0.1  -0.11]]","[[-0.    0.01]
 [ 0.   -0.  ]]",,
,,[ 0.03 -0.19],"[[ 0.02 -0.07]
 [-0.   -0.03]]",[0.71 0.74],"[[0.02 0.11]
 [0.04 0.05]]",[ 0.77 -1.  ],[-0.99  0.93],[-0.18 -0.12],[ 0.89 -0.99],[-0.36  0.23],"[[-0.01  0.  ]
 [ 0.   -0.  ]]","[[ 0.04 -0.11]
 [-0.07 -0.04]]","[[-0.    0.  ]
 [ 0.    0.01]]","[[ 0.04 -0.27]
 [ 0.05 -0.13]]","[[ 0.    0.  ]
 [-0.    0.01]]",,
,,[ 0.13 -0.17],"[[-0.04 -0.01]
 [-0.04 -0.03]]",[0.74 0.74],"[[0.06 0.13]
 [0.04 0.03]]",[ 1. -1.],[-0.99  0.91],[-0.04 -0.09],[ 0.9  -0.99],[-0.23  0.3 ],"[[-0.    0.  ]
 [ 0.01  0.  ]]","[[-0.01  0.19]
 [-0.11 -0.04]]","[[-0.   -0.  ]
 [-0.01 -0.  ]]","[[-0.16 -0.22]
 [-0.07 -0.08]]","[[-0. -0.]
 [-0. -0.]]",,
,,[ 0.17 -0.2 ],"[[-0.01  0.02]
 [-0.   -0.03]]",[0.72 0.72],"[[0.05 0.05]
 [0.02 0.03]]",[ 1. -1.],[-0.98  0.86],[ 0.06 -0.16],[ 0.89 -0.99],[-0.13  0.27],"[[0.   0.  ]
 [0.01 0.  ]]","[[ 0.05  0.12]
 [-0.03 -0.04]]","[[-0.01  0.  ]
 [ 0.   -0.01]]","[[-0.1  -0.02]
 [-0.01 -0.09]]","[[ 0.  0.]
 [-0.  0.]]",,
,,[ 0.18 -0.2 ],"[[-0.02  0.02]
 [-0.01  0.04]]",[0.71 0.72],"[[0.04 0.08]
 [0.01 0.08]]",[ 1. -1.],[-0.98  0.85],[ 0.12 -0.16],[ 0.84 -0.98],[-0.09  0.28],"[[ 0.    0.  ]
 [-0.02 -0.01]]","[[-0.01  0.16]
 [-0.03  0.21]]","[[ 0.01 -0.  ]
 [ 0.   -0.01]]","[[-0.09 -0.08]
 [-0.    0.02]]","[[-0.    0.01]
 [ 0.01  0.  ]]",,
,,[ 0.13 -0.21],"[[ 0.29  0.05]
 [ 0.02 -0.02]]",[0.72 0.71],"[[0.82 0.06]
 [0.04 0.03]]",[ 1. -1.],[-0.97  0.82],[ 0.   -0.18],[ 0.84 -0.98],[-0.22  0.31],"[[-0.   -0.  ]
 [-0.02  0.01]]","[[-0.07  0.04]
 [ 0.04 -0.08]]","[[1.92 0.1 ]
 [0.08 0.01]]","[[-0.38  0.13]
 [ 0.   -0.01]]","[[ 0.   -0.  ]
 [-0.01 -0.  ]]",,
,,[ 0.15 -0.19],"[[-0.06  0.05]
 [ 0.01 -0.06]]",[0.73 0.73],"[[0.08 0.06]
 [0.02 0.08]]",[ 1. -1.],[-0.98  0.87],[ 0.02 -0.11],[ 0.89 -0.99],[-0.17  0.29],"[[ 0.01 -0.01]
 [ 0.   -0.01]]","[[-0.16  0.1 ]
 [ 0.03 -0.16]]","[[-0.    0.01]
 [-0.01 -0.  ]]","[[-0.14  0.13]
 [ 0.04 -0.15]]","[[0.01 0.01]
 [0.01 0.02]]",,
,,[-0.07 -0.25],"[[-0.03 -0.01]
 [-0.02  0.01]]",[0.71 0.7 ],"[[0.08 0.04]
 [0.07 0.07]]",[ 0.59 -1.  ],[-0.97  0.81],[-0.36 -0.27],[ 0.91 -0.99],[-0.55  0.19],"[[ 0.   -0.  ]
 [ 0.01  0.02]]","[[ 0.03  0.04]
 [ 0.04 -0.09]]","[[-0.    0.01]
 [-0.   -0.01]]","[[-0.19 -0.07]
 [-0.15  0.13]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.12 -0.21],"[[-0.02  0.03]
 [ 0.04  0.01]]",[0.73 0.72],"[[0.04 0.09]
 [0.06 0.04]]",[ 1. -1.],[-0.98  0.85],[-0.03 -0.19],[ 0.84 -0.98],[-0.21  0.28],"[[-0. -0.]
 [ 0.  0.]]","[[ 0.   -0.03]
 [ 0.09  0.09]]","[[-0. -0.]
 [-0.  0.]]","[[-0.09  0.21]
 [ 0.13 -0.04]]","[[ 0. -0.]
 [ 0. -0.]]",,
,,[ 0.04 -0.22],"[[0.01 0.01]
 [0.05 0.03]]",[0.7 0.7],"[[0.03 0.02]
 [0.08 0.04]]",[ 0.8 -1. ],[-0.97  0.81],[-0.15 -0.18],[ 0.86 -0.98],[-0.34  0.23],"[[0.   0.  ]
 [0.01 0.  ]]","[[-0.01  0.05]
 [ 0.03  0.06]]","[[ 0.   -0.01]
 [-0.   -0.  ]]","[[ 0.08 -0.02]
 [ 0.2   0.1 ]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[ 0.19 -0.19],"[[-0.03 -0.04]
 [-0.01 -0.06]]",[0.71 0.73],"[[0.04 0.07]
 [0.02 0.07]]",[ 1. -1.],[-0.98  0.88],[ 0.13 -0.16],[ 0.85 -0.98],[-0.05  0.29],"[[ 0.    0.  ]
 [ 0.01 -0.  ]]","[[-0.08 -0.03]
 [-0.05 -0.18]]","[[ 0.01  0.  ]
 [-0.   -0.01]]","[[-0.06 -0.18]
 [ 0.   -0.1 ]]","[[-0.  0.]
 [-0. -0.]]",,
,,[ 0.13 -0.18],"[[ 0.02 -0.06]
 [-0.06 -0.04]]",[0.74 0.74],"[[0.03 0.08]
 [0.12 0.05]]",[ 1. -1.],[-0.98  0.89],[-0.03 -0.11],[ 0.89 -0.99],[-0.22  0.31],"[[ 0.01  0.  ]
 [-0.    0.01]]","[[ 0.01 -0.17]
 [ 0.01 -0.1 ]]","[[-0.   -0.  ]
 [-0.01 -0.01]]","[[ 0.08 -0.13]
 [-0.29 -0.09]]","[[-0.    0.  ]
 [ 0.    0.01]]",,
,,[ 0.16 -0.2 ],"[[ 0.08  0.05]
 [-0.01 -0.  ]]",[0.72 0.72],"[[0.14 0.07]
 [0.02 0.02]]",[ 1. -1.],[-0.97  0.84],[ 0.09 -0.16],[ 0.86 -0.98],[-0.16  0.28],"[[-0.01 -0.  ]
 [-0.01 -0.02]]","[[ 0.07  0.18]
 [-0.   -0.  ]]","[[ 0.   -0.  ]
 [-0.01 -0.01]]","[[ 0.35  0.08]
 [-0.05  0.03]]","[[0. 0.]
 [0. 0.]]",,
,,[ 0.12 -0.19],"[[-0.09 -0.  ]
 [-0.03 -0.  ]]",[0.73 0.72],"[[0.17 0.05]
 [0.03 0.04]]",[ 1. -1.],[-0.97  0.84],[-0.05 -0.12],[ 0.87 -0.98],[-0.24  0.3 ],"[[-0.01 -0.  ]
 [ 0.01 -0.  ]]","[[-0.04  0.05]
 [-0.07  0.06]]","[[-0.    0.02]
 [-0.    0.01]]","[[-0.43 -0.09]
 [-0.05 -0.07]]","[[ 0.    0.01]
 [-0.01 -0.01]]",,
,,[ 0.09 -0.22],"[[-0.03 -0.07]
 [ 0.01 -0.06]]",[0.74 0.71],"[[0.08 0.09]
 [0.02 0.07]]",[ 1. -1.],[-0.98  0.85],[-0.12 -0.21],[ 0.87 -0.98],[-0.3   0.24],"[[ 0.01 -0.  ]
 [ 0.   -0.02]]","[[ 0.03 -0.16]
 [-0.01 -0.16]]","[[-0.   -0.  ]
 [-0.    0.01]]","[[-0.18 -0.19]
 [ 0.05 -0.12]]","[[0. 0.]
 [0. 0.]]",,
,,[ 0.14 -0.19],"[[0.02 0.  ]
 [0.   0.02]]",[0.73 0.73],"[[0.02 0.08]
 [0.02 0.06]]",[ 1. -1.],[-0.98  0.86],[-0.   -0.11],[ 0.88 -0.99],[-0.19  0.3 ],"[[ 0.   -0.01]
 [-0.01  0.01]]","[[0.06 0.14]
 [0.04 0.14]]","[[ 0.01 -0.  ]
 [-0.01 -0.01]]","[[ 0.04 -0.13]
 [-0.01 -0.05]]","[[-0.    0.  ]
 [-0.01  0.  ]]",,
,,[-0.03 -0.24],"[[ 0.01  0.01]
 [ 0.06 -0.01]]",[0.72 0.71],"[[0.04 0.08]
 [0.09 0.03]]",[ 0.68 -1.  ],[-0.98  0.85],[-0.3  -0.26],[ 0.93 -0.99],[-0.49  0.2 ],"[[-0.    0.  ]
 [-0.01 -0.01]]","[[ 0.07 -0.1 ]
 [ 0.15 -0.07]]","[[ 0.01 -0.  ]
 [-0.   -0.  ]]","[[-0.04  0.14]
 [ 0.19  0.02]]","[[-0.    0.01]
 [-0.01  0.01]]",,
